source;destination;local_departure_time;local_arrival_time
NBO;MBA;2016-06-27 02:55:00;2016-06-27 03:55:00
HAK;ZUH;2017-03-22 07:10:00;2017-03-22 08:10:00
AHO;LIN;2017-01-04 06:50:00;2017-01-04 07:55:00
EXT;GLA;2016-12-02 11:40:00;2016-12-02 13:15:00
BKK;VTE;2016-09-25 19:35:00;2016-09-25 20:45:00
PNQ;IDR;2016-03-29 16:05:00;2016-03-29 19:10:00
CGQ;PVG;2016-05-10 11:20:00;2016-05-10 14:15:00
BGY;CRL;2016-07-22 20:55:00;2016-07-22 22:30:00
CBG;GOT;2016-03-30 07:00:00;2016-03-30 10:00:00
DLC;PVG;2016-04-06 12:30:00;2016-04-06 14:15:00
MZT;TIJ;2016-04-16 17:56:00;2016-04-16 19:26:00
CGH;CNF;2016-04-24 18:20:00;2016-04-24 19:45:00
KHN;XMN;2016-03-24 22:45:00;2016-03-25 00:10:00
CKG;HKG;2016-07-10 15:15:00;2016-07-10 17:25:00
TAE;PEK;2016-05-13 23:20:00;2016-05-14 01:00:00
MUC;LHR;2016-06-22 18:50:00;2016-06-22 19:50:00
FRA;AMS;2016-04-24 19:20:00;2016-04-24 20:30:00
ITM;NGS;2017-06-28 12:45:00;2017-06-28 14:00:00
AMS;OSL;2016-10-12 11:50:00;2016-10-12 13:35:00
OSL;AES;2016-10-28 21:00:00;2016-10-28 22:00:00
DUS;BVC;2017-01-23 06:00:00;2017-01-23 10:45:00
XMN;TSN;2016-10-22 11:10:00;2016-10-22 14:00:00
YZF;YYC;2016-11-12 06:00:00;2016-11-12 08:00:00
TUN;NCE;2017-07-02 13:25:00;2017-07-03 02:55:00
GZT;SAW;2016-09-15 05:30:00;2016-09-15 07:10:00
MEX;PXM;2016-06-03 11:05:00;2016-06-03 12:20:00
CIX;LIM;2016-07-19 22:25:00;2016-07-19 23:40:00
MAD;GVA;2017-02-19 09:35:00;2017-02-19 11:30:00
GYN;SDU;2017-05-25 14:50:00;2017-05-25 16:30:00
BEJ;DJJ;2016-10-03 12:40:00;2016-10-03 14:00:00
BEJ;DJJ;2016-10-03 16:00:00;2016-10-03 17:20:00
BEJ;DJJ;2016-10-03 10:30:00;2016-10-03 11:50:00
BLR;TIR;2016-06-29 16:50:00;2016-06-29 20:00:00
YWG;YYZ;2017-03-10 05:00:00;2017-03-10 08:25:00
DPS;MOF;2017-06-22 11:25:00;2017-06-22 13:25:00
TXL;FRA;2016-05-07 14:45:00;2016-05-07 15:55:00
ILO;MNL;2016-07-03 00:05:00;2016-07-03 01:20:00
STN;BLQ;2017-06-02 20:10:00;2017-06-02 23:15:00
SKP;ZRH;2017-01-28 09:45:00;2017-01-28 12:00:00
PUS;CJU;2016-12-08 10:35:00;2016-12-08 11:35:00
CCU;CJB;2016-04-02 14:20:00;2016-04-02 18:20:00
SYX;YIW;2016-03-16 13:25:00;2016-03-16 17:30:00
BLR;IXG;2016-04-16 18:35:00;2016-04-16 19:40:00
PVH;CNF;2016-06-06 13:55:00;2016-06-06 20:28:00
CDG;VCE;2016-12-28 21:05:00;2016-12-28 22:40:00
FUE;LPA;2016-05-10 09:20:00;2016-05-10 10:00:00
MAN;FRA;2016-11-01 18:05:00;2016-11-01 20:45:00
IQT;LIM;2016-07-18 17:05:00;2016-07-18 18:50:00
AUH;FRA;2016-11-13 02:05:00;2016-11-13 06:30:00
BEY;RUH;2017-03-19 08:25:00;2017-03-19 11:40:00
LIS;GVA;2016-12-09 08:10:00;2016-12-09 11:40:00
BCN;MAD;2016-05-22 21:30:00;2016-05-22 22:50:00
HAM;DXB;2016-11-23 20:35:00;2016-11-24 05:50:00
XIY;PEK;2017-07-12 20:10:00;2017-07-12 22:10:00
DUS;IST;2016-11-04 15:00:00;2016-11-04 19:10:00
LGW;OSL;2017-04-30 20:05:00;2017-04-30 23:10:00
LYS;LUX;2016-12-21 20:05:00;2016-12-21 21:25:00
BSB;FOR;2017-01-04 09:55:00;2017-01-04 11:24:00
CGK;PNK;2016-09-24 18:20:00;2016-09-24 19:55:00
PRG;DUB;2017-05-31 06:50:00;2017-05-31 08:20:00
GDL;MEX;2016-06-21 06:01:00;2016-06-21 07:25:00
CGH;CWB;2016-07-31 21:15:00;2016-07-31 22:10:00
GRU;PTY;2016-09-17 03:25:00;2016-09-17 08:24:00
MAD;GVA;2017-02-19 15:50:00;2017-02-19 17:50:00
SYD;CBR;2016-12-29 14:35:00;2016-12-29 15:35:00
DOH;SOF;2017-03-05 14:35:00;2017-03-05 18:50:00
LCA;TLV;2016-12-15 17:40:00;2016-12-15 18:45:00
KWJ;CJU;2017-01-18 10:55:00;2017-01-18 11:45:00
HGH;SZX;2016-11-12 07:45:00;2016-11-12 09:45:00
XQP;SJO;2016-07-23 13:45:00;2016-07-23 14:15:00
AEP;GRU;2016-05-10 15:50:00;2016-05-10 18:40:00
CSX;BHY;2016-09-14 21:40:00;2016-09-14 23:20:00
BOG;ADZ;2015-12-09 19:50:00;2015-12-09 22:10:00
LHR;ICN;2016-03-30 12:40:00;2016-03-31 07:30:00
PVG;CGQ;2016-04-01 14:25:00;2016-04-01 17:05:00
NKG;URC;2016-03-16 16:50:00;2016-03-16 23:30:00
DLC;PVG;2016-04-06 18:00:00;2016-04-06 19:45:00
TLS;ORY;2016-12-21 15:00:00;2016-12-21 16:20:00
GRU;FOR;2016-05-23 14:45:00;2016-05-23 21:00:00
RUH;DOH;2016-06-14 21:45:00;2016-06-14 23:05:00
TXL;DUS;2016-06-22 06:20:00;2016-06-22 07:30:00
WAW;CPH;2016-04-16 20:25:00;2016-04-16 21:55:00
BZL;DAC;2016-12-04 16:55:00;2016-12-04 17:25:00
MAA;PNQ;2016-07-11 22:20:00;2016-07-12 00:05:00
SDK;BKI;2016-11-09 10:55:00;2016-11-09 11:45:00
MCT;KHI;2016-11-04 02:20:00;2016-11-04 05:10:00
RNS;NCE;2016-11-03 10:45:00;2016-11-03 12:20:00
SJU;VQS;2017-08-13 12:13:00;2017-08-13 12:39:00
BTH;SUB;2016-06-15 14:55:00;2016-06-15 17:05:00
BRU;PMI;2017-02-01 07:15:00;2017-02-01 09:25:00
LFW;DLA;2016-05-22 14:50:00;2016-05-22 17:40:00
NBO;LLW;2017-01-13 13:30:00;2017-01-13 14:55:00
BOM;TRV;2017-04-13 17:25:00;2017-04-13 19:30:00
CDG;LTN;2017-01-03 10:00:00;2017-01-03 10:15:00
CFU;EMA;2016-10-06 12:45:00;2016-10-06 14:15:00
DXB;KRT;2016-11-04 14:45:00;2016-11-04 18:05:00
ICN;YNJ;2016-10-27 14:20:00;2016-10-27 15:40:00
OVB;DYU;2017-03-08 17:30:00;2017-03-08 19:30:00
VCP;NVT;2016-06-06 15:30:00;2016-06-06 16:40:00
SYX;WUH;2016-11-12 07:50:00;2016-11-12 10:15:00
PUS;CJU;2016-12-08 12:15:00;2016-12-08 13:15:00
AHB;RUH;2016-05-28 16:20:00;2016-05-28 17:55:00
HRB;HGH;2016-08-04 13:05:00;2016-08-04 16:25:00
BEL;MCP;2016-03-26 14:20:00;2016-03-26 15:10:00
BOG;CLO;2016-03-09 07:49:00;2016-03-09 08:57:00
KIX;TPE;2016-03-10 19:00:00;2016-03-10 21:10:00
BKK;SGN;2016-04-21 15:40:00;2016-04-21 17:15:00
YKA;YVR;2016-07-04 09:00:00;2016-07-04 09:54:00
KWL;WUH;2016-06-17 09:00:00;2016-06-17 10:35:00
CCS;MAR;2016-07-09 19:00:00;2016-07-09 20:00:00
MAN;MXP;2016-11-12 06:55:00;2016-11-12 10:20:00
SUB;CGK;2016-12-07 18:40:00;2016-12-07 20:00:00
FOR;GRU;2016-09-21 20:57:00;2016-09-22 02:10:00
SCO;ALA;2016-10-29 06:30:00;2016-10-29 10:30:00
STN;SCQ;2017-06-04 12:10:00;2017-06-04 15:20:00
BOM;LKO;2016-10-20 10:55:00;2016-10-20 13:10:00
YVR;YUL;2017-05-09 08:30:00;2017-05-09 16:20:00
OSL;AMS;2016-09-01 19:25:00;2016-09-01 21:20:00
HLP;SOC;2017-01-02 16:00:00;2017-01-02 17:15:00
ABV;GMO;2016-12-07 11:55:00;2016-12-07 13:00:00
TXL;FRA;2016-06-07 11:45:00;2016-06-07 12:55:00
RUH;RAE;2016-10-19 05:45:00;2016-10-19 07:20:00
RUH;RAE;2016-10-19 19:30:00;2016-10-19 21:05:00
NSN;AKL;2016-12-28 13:00:00;2016-12-28 14:25:00
VCP;CNF;2017-01-15 15:30:00;2017-01-15 16:50:00
DIY;IST;2017-03-06 18:45:00;2017-03-06 20:50:00
AYT;SAW;2017-03-15 23:25:00;2017-03-16 00:40:00
KWJ;CJU;2017-01-18 11:20:00;2017-01-18 12:10:00
ITM;NGS;2017-06-28 18:40:00;2017-06-28 19:55:00
KHI;MJD;2016-11-27 17:00:00;2016-11-27 18:00:00
UIO;LOH;2016-12-09 15:20:00;2016-12-09 16:20:00
MKY;SYD;2016-08-01 14:20:00;2016-08-01 16:30:00
YCU;SZX;2016-11-15 11:30:00;2016-11-15 14:15:00
BFS;LGW;2016-03-29 18:55:00;2016-03-29 20:15:00
ORK;GLA;2016-05-13 18:55:00;2016-05-13 20:25:00
WAW;MSQ;2016-03-20 11:55:00;2016-03-20 15:05:00
PNK;KCH;2016-06-03 08:40:00;2016-06-03 10:25:00
YKA;YVR;2016-07-04 11:40:00;2016-07-04 12:34:00
FUG;PEK;2016-04-10 20:55:00;2016-04-10 22:40:00
MNL;MPH;2016-09-25 14:05:00;2016-09-25 15:10:00
ARN;LED;2016-11-04 13:10:00;2016-11-04 16:30:00
CTG;MTR;2016-08-04 08:15:00;2016-08-04 08:59:00
XCR;ORN;2016-09-29 09:05:00;2016-09-29 10:35:00
TLS;ORY;2016-12-21 15:35:00;2016-12-21 16:55:00
STR;MAH;2016-09-11 18:40:00;2016-09-11 20:35:00
HKT;KUL;2016-05-11 19:20:00;2016-05-11 21:50:00
EOH;UIB;2016-11-29 10:55:00;2016-11-29 11:35:00
MTY;CUN;2017-03-08 11:20:00;2017-03-08 14:35:00
VCP;PFB;2016-06-06 10:30:00;2016-06-06 12:05:00
HND;PVG;2016-07-04 01:50:00;2016-07-04 03:50:00
LIM;ATA;2016-10-13 07:55:00;2016-10-13 09:00:00
DMM;JED;2016-08-07 18:05:00;2016-08-07 20:20:00
DUS;FNC;2016-11-22 07:30:00;2016-11-22 10:35:00
SCO;TBS;2016-05-11 02:40:00;2016-05-11 02:40:00
MLA;EXT;2016-06-21 07:05:00;2016-06-21 09:25:00
JHG;LPQ;2016-05-12 13:10:00;2016-05-12 13:10:00
CDG;MIR;2016-09-04 22:15:00;2016-09-05 14:45:00
BDJ;SRG;2016-10-03 14:15:00;2016-10-03 14:25:00
SZX;KUL;2017-06-03 20:50:00;2017-06-04 00:45:00
FLR;CDG;2016-11-04 07:05:00;2016-11-04 08:55:00
BRU;MAH;2016-09-08 14:45:00;2016-09-08 17:15:00
LFW;ACC;2016-10-30 11:55:00;2016-10-30 12:35:00
STR;MAN;2017-05-30 15:45:00;2017-05-30 16:40:00
HKG;PER;2016-06-19 15:00:00;2016-06-19 22:35:00
ICN;FRA;2016-11-19 15:30:00;2016-11-19 19:00:00
BDO;SRG;2016-06-19 17:40:00;2016-06-19 18:50:00
CKG;TAO;2016-05-11 18:25:00;2016-05-11 20:55:00
SHE;SIN;2016-03-16 13:05:00;2016-03-16 22:30:00
HPH;DAD;2016-11-09 12:45:00;2016-11-09 13:55:00
SHE;PVG;2016-06-02 12:45:00;2016-06-02 15:10:00
BOM;BDQ;2016-07-16 14:00:00;2016-07-16 15:05:00
GDT;PLS;2016-07-19 08:40:00;2016-07-19 09:10:00
ELQ;CAI;2016-08-02 14:00:00;2016-08-02 16:10:00
PMI;SEN;2016-07-02 10:55:00;2016-07-02 12:25:00
IST;BJV;2016-04-28 10:50:00;2016-04-28 12:00:00
AGP;AAL;2016-07-01 11:40:00;2016-07-01 15:15:00
JED;CAI;2016-07-04 00:00:00;2016-07-04 08:20:00
IMF;GAU;2017-02-26 09:40:00;2017-02-26 10:30:00
JOG;CGK;2016-10-18 14:40:00;2016-10-18 15:50:00
PUS;CJU;2016-12-08 14:45:00;2016-12-08 15:45:00
MAD;PMI;2016-09-10 21:55:00;2016-09-10 23:15:00
CAN;ICN;2016-05-17 00:55:00;2016-05-17 05:10:00
AGP;BHX;2016-09-05 19:35:00;2016-09-05 21:30:00
DMK;MAQ;2016-06-08 11:00:00;2016-06-08 12:10:00
DUS;BRS;2017-02-14 10:10:00;2017-02-14 10:35:00
GDL;MEX;2016-06-21 07:15:00;2016-06-21 08:37:00
BCN;VLL;2016-11-06 18:50:00;2016-11-06 20:10:00
ORY;AJA;2017-06-24 17:45:00;2017-06-24 19:20:00
YYR;YRG;2016-07-07 07:25:00;2016-07-07 08:05:00
MNL;LGP;2017-04-15 09:00:00;2017-04-15 10:00:00
MAA;IXZ;2017-02-20 08:55:00;2017-02-20 11:15:00
CGH;UDI;2016-05-21 16:55:00;2016-05-21 18:05:00
DEL;GOI;2017-06-24 10:55:00;2017-06-24 13:30:00
YHO;YSO;2017-01-08 16:15:00;2017-01-08 16:35:00
ISB;LHE;2017-07-04 17:30:00;2017-07-04 18:25:00
CGK;BPN;2016-05-12 15:10:00;2016-05-12 18:10:00
HTA;DME;2016-06-22 08:30:00;2016-06-22 10:20:00
LGW;BJV;2015-10-09 07:00:00;2015-10-09 12:55:00
KWE;CAN;2016-05-21 17:30:00;2016-05-21 19:15:00
DEL;LHR;2016-03-31 10:25:00;2016-03-31 15:20:00
PGF;ORY;2016-07-10 10:50:00;2016-07-10 12:15:00
WUH;PVG;2016-04-01 09:00:00;2016-04-01 10:35:00
BHX;CDG;2016-08-09 17:25:00;2016-08-09 20:00:00
NBO;MYD;2016-07-21 09:00:00;2016-07-21 10:15:00
MUC;LHR;2016-12-28 15:50:00;2016-12-28 16:55:00
LHR;CDG;2016-04-04 09:45:00;2016-04-04 12:00:00
LIM;IQT;2016-04-05 19:05:00;2016-04-05 21:00:00
CCU;HYD;2016-05-30 19:00:00;2016-05-30 21:30:00
PVG;XIY;2016-03-28 08:45:00;2016-03-28 11:25:00
IBE;EOH;2016-06-16 09:25:00;2016-06-16 10:10:00
IXC;DEL;2016-05-15 13:40:00;2016-05-15 14:45:00
BCN;RIX;2016-12-15 12:20:00;2016-12-15 17:00:00
SGN;PQC;2016-05-18 11:00:00;2016-05-18 12:05:00
ILO;MNL;2017-02-03 10:05:00;2017-02-03 11:10:00
CAH;SGN;2016-05-11 07:25:00;2016-05-11 08:30:00
DEL;MAA;2017-01-03 21:20:00;2017-01-04 00:05:00
LAO;MNL;2016-11-21 20:45:00;2016-11-21 21:45:00
KWJ;CJU;2017-01-18 15:20:00;2017-01-18 16:10:00
SJU;VQS;2017-08-13 14:00:00;2017-08-13 14:26:00
EOH;CAQ;2016-07-07 12:01:00;2016-07-07 12:39:00
STR;MAN;2017-05-29 15:45:00;2017-05-29 16:40:00
JHB;SGN;2017-08-21 07:25:00;2017-08-21 08:20:00
BOM;HKG;2016-12-27 22:55:00;2016-12-28 06:50:00
BHD;EMA;2016-12-02 18:30:00;2016-12-02 19:35:00
JED;TUU;2017-03-08 19:00:00;2017-03-08 20:30:00
LHR;MAD;2016-03-31 09:15:00;2016-03-31 12:40:00
JNB;CPT;2016-04-01 09:15:00;2016-04-01 11:25:00
URC;HTN;2016-04-06 11:50:00;2016-04-06 13:30:00
SAW;TZX;2016-04-20 20:10:00;2016-04-20 22:00:00
YKA;YVR;2016-07-04 15:05:00;2016-07-04 15:59:00
FUK;HAN;2016-07-12 10:30:00;2016-07-12 13:00:00
SVO;VOZ;2016-06-10 23:50:00;2016-06-11 01:05:00
DPS;WGP;2016-05-17 09:50:00;2016-05-17 11:20:00
KWL;TPE;2016-07-23 12:20:00;2016-07-23 14:20:00
NKG;KWL;2016-05-17 22:10:00;2016-05-18 00:20:00
LHR;CDG;2016-08-22 07:05:00;2016-08-22 09:20:00
SGN;BKK;2017-07-19 10:05:00;2017-07-19 11:30:00
NGO;KOJ;2016-10-09 18:15:00;2016-10-09 19:40:00
BHO;BOM;2016-05-10 08:00:00;2016-05-10 09:25:00
GMP;HND;2016-05-18 15:30:00;2016-05-18 17:35:00
BLR;IXE;2016-12-16 21:10:00;2016-12-16 22:25:00
ADA;ECN;2016-09-13 13:30:00;2016-09-13 14:15:00
BAQ;MDE;2017-05-31 07:58:00;2017-05-31 09:13:00
LST;MEL;2016-11-21 10:05:00;2016-11-21 11:10:00
DEL;IXB;2017-01-20 11:30:00;2017-01-20 13:30:00
SHJ;AHB;2016-10-24 13:30:00;2016-10-24 15:05:00
FRA;ZRH;2016-12-13 20:50:00;2016-12-13 21:50:00
ALG;MRS;2017-05-25 21:00:00;2017-05-25 23:20:00
BKK;KTM;2017-05-23 10:15:00;2017-05-23 12:25:00
KWJ;CJU;2017-01-18 18:20:00;2017-01-18 19:10:00
BWN;MNL;2016-08-25 19:00:00;2016-08-25 21:10:00
AEP;UAQ;2017-01-30 13:35:00;2017-01-30 15:33:00
IST;MNL;2016-12-21 01:30:00;2016-12-21 18:45:00
PEK;CSX;2016-07-11 22:10:00;2016-07-12 00:40:00
AMS;KIX;2017-04-08 14:40:00;2017-04-09 08:40:00
PEK;CSX;2016-07-11 21:25:00;2016-07-11 23:55:00
PEK;CSX;2016-07-11 10:55:00;2016-07-11 13:30:00
BVG;BJF;2016-11-05 08:18:00;2016-11-05 08:36:00
JED;CGK;2016-05-31 00:15:00;2016-05-31 14:15:00
HKG;PEN;2016-09-25 15:10:00;2016-09-25 18:50:00
HKT;KWE;2016-03-15 03:50:00;2016-03-15 07:55:00
ICN;PEK;2016-03-16 23:20:00;2016-03-17 00:25:00
NNY;SZX;2016-04-06 09:35:00;2016-04-06 11:40:00
YYT;YUL;2016-05-20 12:35:00;2016-05-20 13:58:00
CKG;CAN;2016-04-06 08:00:00;2016-04-06 09:50:00
JAI;BOM;2016-04-15 08:10:00;2016-04-15 09:55:00
HKG;ICN;2016-03-31 13:15:00;2016-03-31 17:30:00
TLS;ORY;2016-12-21 16:15:00;2016-12-21 17:35:00
LHR;TXL;2016-12-15 14:15:00;2016-12-15 17:10:00
YKA;YVR;2016-07-04 05:50:00;2016-07-04 06:44:00
GDL;MEX;2016-06-21 07:51:00;2016-06-21 09:15:00
PEK;CSX;2016-07-11 08:05:00;2016-07-11 10:40:00
BNE;ADL;2016-09-05 12:50:00;2016-09-05 15:10:00
STN;OSI;2017-05-29 06:50:00;2017-05-29 10:20:00
VTZ;DEL;2016-11-21 18:30:00;2016-11-21 20:50:00
PUS;CJU;2016-12-08 15:45:00;2016-12-08 16:45:00
CGK;PDG;2016-05-08 10:30:00;2016-05-08 12:15:00
GIG;MAO;2016-11-04 22:35:00;2016-11-05 00:43:00
BMA;HEL;2016-12-12 09:15:00;2016-12-12 11:25:00
PEK;CSX;2016-07-11 13:55:00;2016-07-11 16:35:00
CNF;CWB;2017-03-24 20:50:00;2017-03-24 22:35:00
IMF;GAU;2017-02-26 11:55:00;2017-02-26 12:40:00
INN;FRA;2016-11-30 14:25:00;2016-11-30 15:40:00
BCN;BLL;2016-09-25 20:30:00;2016-09-25 23:20:00
MWZ;BKZ;2016-08-14 08:40:00;2016-08-14 09:30:00
LIS;ORY;2016-08-25 19:30:00;2016-08-25 22:55:00
KBV;DMK;2016-12-28 17:25:00;2016-12-28 19:20:00
ORY;LYS;2016-12-19 09:30:00;2016-12-19 10:30:00
WUH;SHE;2016-07-22 13:25:00;2016-07-22 15:55:00
SIP;DME;2016-06-20 21:40:00;2016-06-20 23:55:00
VTZ;DEL;2016-11-21 08:40:00;2016-11-21 11:00:00
JNG;CAN;2016-07-21 12:15:00;2016-07-21 14:40:00
PEK;LPF;2016-06-23 08:45:00;2016-06-23 11:55:00
PEK;CSX;2016-07-11 18:05:00;2016-07-11 20:40:00
LCY;AMS;2016-03-27 18:55:00;2016-03-27 21:00:00
LHR;MAD;2016-03-28 18:30:00;2016-03-28 21:55:00
LHR;GLA;2016-03-29 13:15:00;2016-03-29 14:35:00
SYD;CAN;2016-03-11 08:15:00;2016-03-11 15:00:00
SYD;CAN;2016-03-11 11:25:00;2016-03-11 17:35:00
DLC;PVG;2016-04-06 19:25:00;2016-04-06 21:10:00
CNX;BKK;2016-04-10 20:50:00;2016-04-10 22:10:00
LBU;MYY;2016-06-03 20:35:00;2016-06-03 21:15:00
CMN;TFN;2016-07-10 13:40:00;2016-07-10 16:40:00
RNB;ARN;2016-08-28 19:40:00;2016-08-28 20:35:00
MHC;PMC;2016-05-20 14:25:00;2016-05-20 14:55:00
OPO;LIS;2016-07-27 06:15:00;2016-07-27 07:15:00
SJU;VQS;2017-08-13 17:49:00;2017-08-13 18:15:00
MEX;TAM;2017-01-05 19:35:00;2017-01-05 20:35:00
DWO;CMB;2017-04-15 16:30:00;2017-04-15 16:45:00
DUB;MUC;2016-11-02 17:30:00;2016-11-02 20:40:00
CNF;BPS;2016-05-20 11:15:00;2016-05-20 12:30:00
OKA;HND;2016-07-23 13:30:00;2016-07-23 15:50:00
MNL;HKG;2017-01-14 17:45:00;2017-01-14 20:20:00
DTM;MUC;2017-01-08 18:40:00;2017-01-08 19:45:00
STR;MAN;2017-06-01 15:45:00;2017-06-01 16:40:00
BKK;HKG;2016-06-19 14:55:00;2016-06-19 18:45:00
JJG;CGH;2017-06-02 13:20:00;2017-06-02 14:35:00
HLP;KNO;2016-12-07 20:05:00;2016-12-07 22:25:00
PTY;SCL;2016-05-18 21:24:00;2016-05-19 04:46:00
MAD;MUC;2016-12-23 08:50:00;2016-12-23 11:25:00
SRE;LPB;2016-06-16 10:55:00;2016-06-16 11:45:00
LHW;CKG;2016-09-18 16:00:00;2016-09-18 17:40:00
PRG;CPH;2017-02-10 18:05:00;2017-02-10 19:25:00
MEX;PQM;2016-05-15 13:00:00;2016-05-15 14:25:00
EVN;KRR;2016-05-12 03:00:00;2016-05-12 03:20:00
BEJ;BPN;2016-05-15 07:45:00;2016-05-15 08:35:00
BSB;VCP;2016-04-06 09:15:00;2016-04-06 11:06:00
KYA;SAW;2016-04-09 17:10:00;2016-04-09 18:20:00
VCP;DOU;2016-04-24 21:36:00;2016-04-24 22:55:00
BLL;MUC;2016-03-31 17:30:00;2016-03-31 19:10:00
SYD;CAN;2016-03-11 22:15:00;2016-03-12 05:00:00
INC;NKG;2016-04-06 13:30:00;2016-04-06 15:40:00
HKG;DOH;2016-04-03 01:20:00;2016-04-03 05:20:00
OAX;MEX;2016-03-27 20:20:00;2016-03-27 21:35:00
IXG;BLR;2016-05-13 20:00:00;2016-05-13 21:15:00
YVR;YYZ;2016-04-03 08:00:00;2016-04-03 15:25:00
RIX;VNO;2016-11-04 23:10:00;2016-11-04 23:59:00
YWG;YXE;2016-12-23 19:45:00;2016-12-23 21:28:00
SQG;PNK;2016-11-24 13:35:00;2016-11-24 14:20:00
CNF;SSA;2016-11-25 08:15:00;2016-11-25 08:50:00
LST;MEL;2016-11-21 16:15:00;2016-11-21 17:20:00
SOU;NCL;2016-11-03 18:35:00;2016-11-03 19:55:00
ORN;EBU;2016-09-29 11:50:00;2016-09-29 15:00:00
ANF;SCL;2017-04-11 23:50:00;2017-04-12 01:45:00
PRG;DUB;2017-06-04 06:50:00;2017-06-04 08:20:00
CMN;SXB;2016-11-17 11:25:00;2016-11-17 15:40:00
KDI;UPG;2017-04-23 07:40:00;2017-04-23 08:40:00
MUC;LHR;2016-12-28 17:45:00;2016-12-28 18:55:00
DME;SIP;2016-05-07 10:00:00;2016-05-07 12:25:00
PRG;MAN;2016-10-24 16:40:00;2016-10-24 17:55:00
LST;MEL;2016-11-21 13:25:00;2016-11-21 14:30:00
AEP;COR;2016-05-27 07:30:00;2016-05-27 08:55:00
AMS;TXL;2017-01-28 16:25:00;2017-01-28 17:35:00
ADA;ECN;2016-06-13 00:20:00;2016-06-13 13:20:00
LST;MEL;2016-11-21 11:45:00;2016-11-21 12:50:00
PRG;BCN;2016-09-18 21:05:00;2016-09-18 23:30:00
CGK;JOG;2016-08-05 11:50:00;2016-08-05 13:00:00
AYT;NUE;2016-05-28 09:30:00;2016-05-28 11:45:00
HRB;XIY;2016-07-10 17:25:00;2016-07-10 20:45:00
LHR;LUX;2016-12-16 15:10:00;2016-12-16 17:35:00
SUB;MKQ;2016-06-08 22:25:00;2016-06-09 08:10:00
LHR;PRG;2016-03-27 16:25:00;2016-03-27 19:25:00
DLC;PVG;2016-04-06 20:10:00;2016-04-06 22:00:00
DUB;CLJ;2017-01-08 12:30:00;2017-01-08 17:40:00
FOC;TYN;2016-03-19 07:40:00;2016-03-19 10:30:00
DUS;VIE;2016-05-03 20:05:00;2016-05-03 21:45:00
NBO;BJM;2016-05-07 15:55:00;2016-05-07 16:35:00
BBI;DEL;2016-04-26 10:00:00;2016-04-26 12:15:00
SNN;LHR;2016-05-13 08:45:00;2016-05-13 10:15:00
KZN;SVO;2016-06-10 11:40:00;2016-06-10 13:15:00
ZRH;HRG;2016-04-14 11:50:00;2016-04-14 16:15:00
STN;OSI;2017-06-02 07:00:00;2017-06-02 10:30:00
MNL;CGY;2017-01-23 14:20:00;2017-01-23 15:55:00
SOJ;HFT;2016-09-28 10:58:00;2016-09-28 11:28:00
PNQ;MAA;2016-12-23 20:00:00;2016-12-23 21:45:00
MAA;BLR;2017-01-13 16:55:00;2017-01-13 17:50:00
ITM;NGS;2017-05-14 12:45:00;2017-05-14 14:00:00
SJO;GLF;2016-09-25 12:20:00;2016-09-26 01:18:00
HGH;CAN;2016-06-18 07:25:00;2016-06-18 09:30:00
MAD;VIE;2017-01-02 10:45:00;2017-01-02 13:35:00
CGK;JOG;2016-08-05 18:20:00;2016-08-05 19:30:00
VIE;OLB;2016-06-27 06:35:00;2016-06-27 08:15:00
VTZ;DEL;2016-05-08 18:30:00;2016-05-08 20:50:00
XNN;KWE;2016-08-26 20:05:00;2016-08-26 22:00:00
AYT;HAM;2016-05-15 06:00:00;2016-05-15 08:40:00
ORN;LYS;2017-03-21 14:45:00;2017-03-21 16:55:00
CCU;HYD;2016-12-17 23:15:00;2016-12-18 01:20:00
TLS;ORY;2016-12-21 17:00:00;2016-12-21 18:20:00
FCO;BRU;2016-12-15 17:40:00;2016-12-15 19:50:00
THD;SGN;2016-08-11 12:40:00;2016-08-11 14:35:00
VCE;CTA;2017-01-04 13:20:00;2017-01-04 15:05:00
GIG;BSB;2016-05-15 14:50:00;2016-05-15 16:30:00
FRA;BKK;2016-08-16 22:00:00;2016-08-17 13:40:00
PBH;DAC;2016-08-05 14:10:00;2016-08-05 15:10:00
HEL;BRU;2016-11-13 16:40:00;2016-11-13 18:20:00
CGK;KNO;2016-09-27 12:40:00;2016-09-27 15:10:00
WUH;PVG;2016-04-01 13:40:00;2016-04-01 15:15:00
MNL;PVG;2016-04-16 11:25:00;2016-04-16 14:55:00
UPG;SUB;2016-05-05 19:00:00;2016-05-05 19:30:00
TYL;LIM;2016-06-19 15:13:00;2016-06-19 16:48:00
DEL;MCT;2017-01-25 19:25:00;2017-01-25 21:25:00
SOU;JER;2016-08-01 16:35:00;2016-08-01 17:20:00
BBI;DEL;2016-04-26 21:25:00;2016-04-26 23:40:00
MEX;TIJ;2016-11-15 21:55:00;2016-11-15 23:51:00
NRT;NGO;2016-12-06 09:55:00;2016-12-06 11:05:00
HRK;IST;2016-05-28 13:20:00;2016-05-28 15:40:00
IST;TBS;2016-06-01 23:30:00;2016-06-02 02:50:00
HGH;CAN;2016-10-03 15:30:00;2016-10-03 17:35:00
TGZ;MEX;2016-12-30 15:20:00;2016-12-30 17:00:00
DEL;IXJ;2017-07-11 14:05:00;2017-07-11 15:25:00
