source;destination;local_departure_time;local_arrival_time
TUC;AEP;2016-12-30 09:10:00;2016-12-30 10:55:00
DOH;NJF;2016-11-14 18:45:00;2016-11-14 20:40:00
AMS;MEX;2017-01-08 14:35:00;2017-01-08 19:25:00
ACE;MAD;2016-09-27 18:30:00;2016-09-27 22:00:00
PSA;GRO;2017-06-02 06:50:00;2017-06-02 08:25:00
FAO;BVA;2017-03-18 14:00:00;2017-03-18 17:40:00
SZB;AOR;2017-07-04 10:20:00;2017-07-04 11:30:00
YVR;YYJ;2017-07-19 16:15:00;2017-07-19 16:46:00
MEL;MQL;2016-12-15 10:20:00;2016-12-15 11:25:00
BOG;PPN;2016-10-08 12:28:00;2016-10-08 14:07:00
CAI;IST;2016-08-22 21:00:00;2016-08-23 00:20:00
LHE;DXB;2016-08-06 08:35:00;2016-08-06 11:05:00
FUK;NRT;2016-11-15 07:20:00;2016-11-15 09:00:00
YYZ;YHZ;2016-06-10 15:00:00;2016-06-10 18:06:00
LYS;RNS;2016-10-10 20:00:00;2016-10-10 21:15:00
VIX;CNF;2017-02-23 10:33:00;2017-02-23 11:35:00
KUL;KCH;2016-05-19 10:20:00;2016-05-19 12:15:00
DAC;JED;2016-12-21 22:45:00;2016-12-22 03:15:00
POS;GND;2017-05-25 11:45:00;2017-05-25 12:25:00
MAD;VGO;2016-09-16 21:55:00;2016-09-16 23:05:00
WUH;URC;2016-10-28 09:35:00;2016-10-28 13:55:00
MAD;VGO;2016-09-16 07:35:00;2016-09-16 08:45:00
WUH;URC;2016-10-28 10:35:00;2016-10-28 15:05:00
NAP;SOF;2015-12-16 21:40:00;2015-12-17 00:15:00
SYD;CFS;2016-03-15 15:35:00;2016-03-15 16:50:00
SUB;BDO;2016-03-09 11:25:00;2016-03-09 12:45:00
BOD;SXB;2016-04-20 18:00:00;2016-04-20 19:30:00
LRT;ORY;2016-04-24 18:00:00;2016-04-24 19:25:00
IMP;SLZ;2016-04-26 23:30:00;2016-04-27 00:30:00
VCP;MII;2016-05-23 08:20:00;2016-05-23 10:30:00
GIZ;RUH;2016-03-19 23:20:00;2016-03-20 01:05:00
BRE;AMS;2016-04-24 06:20:00;2016-04-24 07:10:00
BJX;MEX;2016-04-24 12:00:00;2016-04-24 13:04:00
WWK;MAG;2016-06-09 06:10:00;2016-06-09 06:50:00
FUE;MAD;2017-01-28 17:35:00;2017-01-28 21:20:00
PNQ;BLR;2016-05-12 14:25:00;2016-05-12 15:35:00
AES;OSL;2016-10-27 16:35:00;2016-10-27 17:30:00
YYC;YXE;2016-11-12 10:35:00;2016-11-12 12:56:00
ORY;ALG;2016-09-20 11:05:00;2016-09-20 12:10:00
ORY;ALG;2017-01-25 14:00:00;2017-01-25 16:05:00
ORY;ALG;2016-09-20 19:55:00;2016-09-20 21:00:00
BMV;HAN;2016-12-26 14:25:00;2016-12-26 16:05:00
CGK;DJB;2017-03-21 19:10:00;2017-03-21 20:30:00
YOW;YHZ;2017-02-06 13:45:00;2017-02-06 16:40:00
SUB;HLP;2016-09-15 16:20:00;2016-09-15 17:50:00
HEH;MDL;2016-05-10 10:10:00;2016-05-10 10:45:00
DKR;CMN;2016-05-11 02:15:00;2016-05-11 06:30:00
SGN;REP;2016-05-10 15:20:00;2016-05-10 16:25:00
EDI;AMS;2016-10-04 18:40:00;2016-10-04 21:15:00
ETH;TLV;2016-06-03 14:25:00;2016-06-03 15:15:00
PLX;TSE;2016-07-17 14:40:00;2016-07-17 15:45:00
MAA;AMD;2016-09-21 17:25:00;2016-09-21 19:45:00
NDR;BRU;2016-12-14 05:00:00;2016-12-14 09:00:00
VCE;BCN;2016-12-14 20:25:00;2016-12-14 22:10:00
EBG;EOH;2016-11-03 15:30:00;2016-11-03 16:10:00
MNL;MPH;2016-12-05 11:15:00;2016-12-05 12:15:00
LGG;ALC;2016-06-17 14:00:00;2016-06-17 16:50:00
HGH;SZX;2016-11-12 16:40:00;2016-11-12 19:00:00
HAN;DAD;2016-03-17 09:25:00;2016-03-17 10:45:00
HAM;LCY;2016-03-26 17:00:00;2016-03-26 17:50:00
CDG;PVG;2016-06-19 14:00:00;2016-06-20 07:10:00
RUH;LHR;2016-03-29 00:35:00;2016-03-29 05:25:00
GLA;STN;2016-03-30 20:20:00;2016-03-30 21:40:00
GOT;AAR;2016-04-01 20:55:00;2016-04-01 21:30:00
DOH;ESB;2016-03-09 13:15:00;2016-03-09 16:25:00
HAN;UIH;2016-05-26 06:40:00;2016-05-26 08:20:00
OTP;KIV;2017-06-12 21:10:00;2017-06-12 22:20:00
HAN;SGN;2016-11-16 21:05:00;2016-11-16 23:15:00
SHJ;COK;2016-10-24 02:15:00;2016-10-24 07:50:00
PRG;WAW;2016-06-18 12:40:00;2016-06-18 13:55:00
SHJ;IST;2016-08-16 05:40:00;2016-08-16 09:00:00
DEL;PNQ;2017-01-31 20:55:00;2017-01-31 23:00:00
KNO;HLP;2016-10-09 11:00:00;2016-10-09 13:25:00
DOH;SLL;2016-11-08 12:45:00;2016-11-08 15:55:00
RUH;TIF;2016-04-25 21:50:00;2016-04-25 23:20:00
LPA;MAD;2016-07-14 02:20:00;2016-07-14 06:00:00
IST;MNL;2016-11-21 01:30:00;2016-11-21 18:45:00
SZX;KIX;2016-09-24 09:25:00;2016-09-24 14:00:00
CAN;KTM;2016-10-04 19:40:00;2016-10-04 22:15:00
DJE;LYS;2016-10-30 08:00:00;2016-10-30 20:07:00
CAN;HGH;2016-06-05 18:45:00;2016-06-05 20:55:00
KUL;KCH;2016-05-19 15:55:00;2016-05-19 17:40:00
IXL;DEL;2017-01-25 11:00:00;2017-01-25 12:35:00
JER;MAN;2016-12-07 15:40:00;2016-12-07 17:00:00
CHC;WLG;2016-12-10 07:15:00;2016-12-10 08:15:00
TLS;ORY;2016-12-21 11:10:00;2016-12-21 12:30:00
GMP;USN;2016-12-01 15:55:00;2016-12-01 16:50:00
YIW;CAN;2016-05-24 10:35:00;2016-05-24 12:30:00
STN;MXP;2016-11-21 08:10:00;2016-11-21 11:05:00
TXL;CGN;2016-11-16 17:00:00;2016-11-16 18:05:00
SYD;BHS;2016-10-18 08:50:00;2016-10-18 09:40:00
DXB;MAA;2017-03-21 14:45:00;2017-03-21 20:10:00
CDG;VCE;2016-07-04 13:20:00;2016-07-04 14:55:00
PRG;BGY;2015-10-22 10:45:00;2015-10-22 12:10:00
BCN;BGO;2016-03-19 14:45:00;2016-03-19 18:05:00
WUH;PVG;2016-04-01 08:05:00;2016-04-01 09:30:00
PVG;CGQ;2016-04-01 10:25:00;2016-04-01 12:55:00
CAN;SYX;2016-03-15 23:55:00;2016-03-16 01:45:00
AMM;NJF;2016-03-30 10:15:00;2016-03-31 02:40:00
HAJ;AMS;2016-04-10 10:55:00;2016-04-10 12:00:00
AMS;BLL;2016-04-24 12:50:00;2016-04-24 13:55:00
MYY;BTU;2016-06-03 16:30:00;2016-06-03 17:05:00
SUB;KUL;2017-03-03 12:10:00;2017-03-03 15:45:00
LUX;PMI;2016-09-14 06:00:00;2016-09-14 08:00:00
LIM;MEX;2016-09-18 10:42:00;2016-09-18 16:42:00
BHX;GCI;2016-09-08 17:10:00;2016-09-08 18:25:00
CGY;CEB;2016-10-05 07:15:00;2016-10-05 08:00:00
PEI;EOH;2016-11-12 06:58:00;2016-11-12 07:38:00
AMS;LGW;2016-11-03 10:50:00;2016-11-03 11:05:00
SHE;HFE;2016-08-13 12:35:00;2016-08-13 15:15:00
PAD;AYT;2016-05-28 17:40:00;2016-05-28 22:00:00
YXE;YWG;2017-01-03 07:00:00;2017-01-03 08:49:00
TXL;CPH;2017-02-13 12:35:00;2017-02-13 13:35:00
SUB;CGK;2017-03-26 13:55:00;2017-03-26 15:25:00
CFE;ORY;2016-10-01 07:25:00;2016-10-01 08:20:00
ADD;SZE;2016-06-16 07:00:00;2016-06-16 08:10:00
VNO;GLA;2016-09-14 17:55:00;2016-09-14 19:05:00
BLR;PNQ;2017-06-24 15:30:00;2017-06-24 17:00:00
DXB;MAA;2016-09-15 21:00:00;2016-09-16 02:40:00
MEX;TIJ;2016-10-01 16:10:00;2016-10-01 17:50:00
SIN;KBV;2016-11-06 14:20:00;2016-11-06 15:00:00
CMN;DOH;2016-12-12 14:05:00;2016-12-12 23:59:00
ESB;YEI;2017-04-15 23:40:00;2017-04-16 00:30:00
PUJ;MAD;2016-10-22 21:15:00;2016-10-23 11:45:00
IXR;DEL;2016-05-10 10:00:00;2016-05-10 11:55:00
WAW;WRO;2017-02-03 13:20:00;2017-02-03 14:20:00
VIX;CNF;2017-02-23 15:15:00;2017-02-23 16:15:00
BIO;MAD;2016-09-28 21:35:00;2016-09-28 22:40:00
VNO;KBP;2017-07-12 11:25:00;2017-07-12 12:45:00
GTO;CGK;2016-11-23 15:40:00;2016-11-23 21:35:00
AYT;NUE;2016-05-21 22:35:00;2016-05-22 00:50:00
PVG;WEF;2016-09-17 06:50:00;2016-09-17 08:35:00
LHR;MAD;2016-03-28 17:10:00;2016-03-28 20:40:00
TXL;LHR;2016-04-01 19:15:00;2016-04-01 20:10:00
KMG;PVG;2016-03-16 20:25:00;2016-03-16 23:20:00
GOI;BLR;2016-07-24 13:50:00;2016-07-24 14:55:00
TXL;OTP;2016-06-20 10:20:00;2016-06-20 13:30:00
SUB;KUL;2017-03-03 20:30:00;2017-03-04 00:05:00
KEF;CPH;2016-08-30 10:25:00;2016-08-30 15:30:00
DEL;ATQ;2016-12-13 09:05:00;2016-12-13 10:15:00
VGA;DEL;2016-11-14 17:45:00;2016-11-14 21:30:00
SXR;IXJ;2016-10-22 12:10:00;2016-10-22 13:00:00
DEL;JAI;2016-08-21 06:15:00;2016-08-21 07:15:00
HAN;BKK;2016-05-23 11:10:00;2016-05-23 13:00:00
ZSJ;YXL;2017-03-31 09:30:00;2017-03-31 10:30:00
MAD;BOD;2016-05-19 08:00:00;2016-05-19 09:15:00
HUI;SGN;2016-11-29 17:35:00;2016-11-29 18:55:00
IXJ;SXR;2016-08-13 13:55:00;2016-08-13 14:50:00
YEG;YLW;2017-05-09 17:10:00;2017-05-09 17:19:00
DXB;KHI;2016-12-06 23:05:00;2016-12-07 02:10:00
VIG;CCS;2016-06-29 19:30:00;2016-06-29 20:45:00
NCE;NTE;2016-10-09 19:05:00;2016-10-09 20:45:00
KRK;WAW;2016-08-11 09:00:00;2016-08-11 09:50:00
KRK;WAW;2016-08-11 12:05:00;2016-08-11 12:55:00
PEI;EOH;2016-11-12 17:00:00;2016-11-12 17:40:00
LGW;FNC;2016-12-10 12:35:00;2016-12-10 16:30:00
KRK;WAW;2016-08-11 17:55:00;2016-08-11 18:45:00
WAW;TXL;2016-12-21 18:55:00;2016-12-21 20:20:00
MEL;ABX;2016-10-21 08:25:00;2016-10-21 09:25:00
FEN;NAT;2016-06-06 17:38:00;2016-06-06 17:48:00
PPS;MNL;2017-06-24 07:00:00;2017-06-24 08:00:00
CTU;JZH;2016-11-02 09:55:00;2016-11-02 10:50:00
SYX;CGO;2016-10-18 07:20:00;2016-10-18 10:25:00
TAO;DLC;2016-10-04 11:10:00;2016-10-04 12:10:00
CWB;VCP;2016-05-09 06:40:00;2016-05-09 07:35:00
UPG;SUB;2016-10-06 15:00:00;2016-10-06 15:30:00
REC;BSB;2016-08-08 17:48:00;2016-08-08 20:30:00
DAD;HAN;2017-04-16 22:45:00;2017-04-17 00:00:00
DAC;SPD;2016-05-24 15:45:00;2016-05-24 16:40:00
DXB;KHI;2016-12-06 04:50:00;2016-12-06 08:00:00
BLR;BOM;2016-05-13 07:10:00;2016-05-13 08:50:00
MUC;PMI;2016-03-22 11:35:00;2016-03-22 13:45:00
PAT;DEL;2016-04-20 13:40:00;2016-04-20 15:25:00
MEX;TGZ;2016-03-19 07:00:00;2016-03-19 08:30:00
GIG;CGH;2016-04-26 15:11:00;2016-04-26 16:20:00
CDG;HAM;2016-04-05 21:05:00;2016-04-05 22:35:00
MYY;BTU;2016-06-03 18:00:00;2016-06-03 18:35:00
BJV;LGW;2016-07-14 14:05:00;2016-07-14 16:05:00
PVH;BSB;2016-08-04 05:20:00;2016-08-04 08:10:00
MXP;BEG;2016-08-04 20:55:00;2016-08-04 22:35:00
PVG;BKK;2016-05-28 21:30:00;2016-05-29 00:00:00
TLL;MUC;2016-10-19 18:10:00;2016-10-19 19:35:00
LIM;HUU;2016-10-20 11:15:00;2016-10-20 12:15:00
RIX;CDG;2016-11-15 07:25:00;2016-11-15 09:20:00
TAO;SZX;2016-06-07 11:40:00;2016-06-07 14:55:00
AMS;NAP;2016-12-22 17:55:00;2016-12-22 20:20:00
SCL;CCP;2017-01-11 08:30:00;2017-01-11 09:45:00
SUB;KUL;2017-03-03 18:25:00;2017-03-03 22:00:00
MNL;HKG;2017-01-14 05:00:00;2017-01-14 07:10:00
PUS;CJU;2016-12-08 08:05:00;2016-12-08 09:05:00
SJU;SDQ;2017-05-17 19:05:00;2017-05-17 20:20:00
DAD;HAN;2017-04-16 22:50:00;2017-04-17 00:05:00
PVG;CAN;2016-10-05 16:20:00;2016-10-05 18:50:00
AMS;LGW;2016-11-03 14:45:00;2016-11-03 14:55:00
VIE;EDI;2017-05-30 11:00:00;2017-05-30 12:45:00
GAU;CCU;2016-09-24 16:25:00;2016-09-24 17:35:00
TUN;DOH;2016-06-12 16:05:00;2016-06-12 23:25:00
HUU;LIM;2016-08-05 16:00:00;2016-08-05 17:00:00
GVA;LHR;2016-11-28 16:40:00;2016-11-28 17:20:00
GVA;LHR;2016-11-28 17:50:00;2016-11-28 18:35:00
SCL;CPO;2016-05-17 18:55:00;2016-05-17 20:25:00
MAD;PMI;2016-07-13 19:40:00;2016-07-13 21:00:00
NKG;SZX;2016-09-24 07:25:00;2016-09-24 09:35:00
NKG;SZX;2016-09-24 11:00:00;2016-09-24 13:20:00
MAD;BGY;2015-02-27 09:45:00;2015-02-27 12:05:00
NGO;PVG;2016-04-01 08:50:00;2016-04-01 10:10:00
DEL;BDQ;2016-04-26 05:55:00;2016-04-26 07:20:00
CPH;BRE;2016-03-11 08:20:00;2016-03-11 09:30:00
DMM;ELQ;2016-03-19 14:15:00;2016-03-19 15:40:00
STR;VIE;2016-03-30 07:45:00;2016-03-30 09:05:00
LIM;PTY;2016-03-17 16:35:00;2016-03-17 20:14:00
GRU;FLN;2016-05-17 19:55:00;2016-05-17 21:15:00
CWB;BSB;2016-05-23 18:12:00;2016-05-23 20:10:00
TLS;LHR;2016-09-27 17:40:00;2016-09-27 18:35:00
HKG;SIN;2016-06-07 19:55:00;2016-06-07 23:45:00
HAM;SVO;2016-07-05 18:50:00;2016-07-05 22:30:00
GRU;NAT;2016-06-27 10:10:00;2016-06-27 13:25:00
TLS;ORY;2016-12-21 12:00:00;2016-12-21 13:20:00
AYT;SAW;2017-03-15 20:10:00;2017-03-15 21:25:00
GDL;MEX;2016-07-13 14:02:00;2016-07-13 15:29:00
BMA;HAD;2017-01-24 08:15:00;2017-01-24 09:30:00
MAA;DEL;2016-05-23 19:45:00;2016-05-23 22:25:00
MED;DXB;2016-10-28 16:55:00;2016-10-28 20:35:00
AMS;LGW;2016-11-03 18:50:00;2016-11-03 19:05:00
YTZ;YHZ;2016-10-10 14:00:00;2016-10-10 18:25:00
CTA;LIN;2017-01-04 12:25:00;2017-01-04 14:15:00
CTU;PVG;2016-05-30 15:45:00;2016-05-30 18:50:00
DAD;HAN;2017-04-16 23:25:00;2017-04-17 00:40:00
ERC;SAW;2016-11-29 20:35:00;2016-11-29 22:20:00
POM;GUR;2017-01-14 08:30:00;2017-01-14 09:40:00
MAD;FLR;2016-11-06 12:10:00;2016-11-06 14:25:00
PSA;GDN;2017-06-02 10:15:00;2017-06-02 12:35:00
YYR;YRG;2016-09-26 07:25:00;2016-09-26 08:05:00
ABZ;LSI;2016-11-01 10:00:00;2016-11-01 11:10:00
BCN;TFN;2016-10-20 12:15:00;2016-10-20 14:40:00
SIN;HKT;2017-01-08 16:25:00;2017-01-08 17:10:00
HTA;BQS;2016-10-19 07:10:00;2016-10-19 10:30:00
BEL;MAO;2016-04-16 08:25:00;2016-04-16 09:25:00
BHX;CDG;2016-03-09 12:15:00;2016-03-09 14:45:00
MUX;DXB;2016-05-04 03:15:00;2016-05-04 05:15:00
YYT;YEG;2016-11-04 06:40:00;2016-11-04 13:30:00
IXC;DEL;2016-05-12 11:00:00;2016-05-12 12:15:00
LOP;BMU;2017-01-05 15:40:00;2017-01-05 16:40:00
TIM;DJJ;2016-10-08 07:25:00;2016-10-08 08:25:00
MNL;DPL;2016-11-21 11:05:00;2016-11-21 12:30:00
ALH;PER;2017-01-30 10:15:00;2017-01-30 11:25:00
GMP;USN;2016-12-01 08:50:00;2016-12-01 09:45:00
GVA;ZRH;2016-12-27 14:45:00;2016-12-27 15:35:00
HLP;SOC;2017-01-02 06:00:00;2017-01-02 07:15:00
HYD;BLR;2016-05-31 10:55:00;2016-05-31 11:55:00
ITM;NGS;2017-06-28 09:25:00;2017-06-28 10:40:00
URC;CGO;2016-06-11 17:05:00;2016-06-11 20:50:00
CDG;CPH;2016-11-05 10:55:00;2016-11-05 12:45:00
DLI;HAN;2016-10-02 08:45:00;2016-10-02 10:35:00
SZX;KUL;2017-06-03 11:25:00;2017-06-03 15:25:00
BCN;FCO;2016-11-30 07:15:00;2016-11-30 09:00:00
VTZ;BLR;2016-10-02 18:35:00;2016-10-02 20:10:00
DEL;DED;2016-08-07 09:10:00;2016-08-07 10:15:00
PRG;HEL;2016-10-21 11:35:00;2016-10-21 14:40:00
YYR;YRG;2016-09-26 12:45:00;2016-09-26 16:35:00
DMK;ROI;2016-05-30 19:25:00;2016-05-30 20:35:00
CNF;CWB;2017-03-24 17:40:00;2017-03-24 19:25:00
LTN;IST;2016-10-24 13:35:00;2016-10-24 19:25:00
DOH;ARN;2016-11-26 01:05:00;2016-11-26 05:30:00
YIW;CAN;2016-05-24 13:25:00;2016-05-24 15:20:00
YVR;YYJ;2017-07-19 22:00:00;2017-07-19 22:31:00
DME;AER;2016-07-31 15:25:00;2016-07-31 17:45:00
SXF;DUB;2017-06-01 11:00:00;2017-06-01 12:30:00
CGB;CNF;2016-08-07 16:04:00;2016-08-07 19:15:00
CLO;BOG;2016-08-01 07:22:00;2016-08-01 08:23:00
PVG;CAN;2016-10-29 17:05:00;2016-10-29 19:40:00
FUE;LPA;2016-08-05 20:45:00;2016-08-05 21:25:00
PVG;NRT;2016-08-22 14:15:00;2016-08-22 18:00:00
SYX;WUH;2016-11-12 09:15:00;2016-11-12 11:35:00
YVR;YEG;2016-09-21 18:40:00;2016-09-21 22:24:00
CRL;PEG;2015-07-02 06:50:00;2015-07-02 08:50:00
GIG;SSA;2016-03-13 08:12:00;2016-03-13 10:12:00
DUS;AUH;2016-04-12 11:50:00;2016-04-12 20:25:00
EDO;ESB;2016-04-09 21:35:00;2016-04-09 22:50:00
LHR;MAN;2016-03-27 18:00:00;2016-03-27 18:55:00
LHR;SOF;2016-03-27 08:30:00;2016-03-27 13:35:00
JNB;DUR;2016-03-30 18:00:00;2016-03-30 19:05:00
AMS;LCY;2016-03-31 11:30:00;2016-03-31 11:30:00
DUB;FRA;2016-10-07 05:55:00;2016-10-07 08:50:00
LIM;SCL;2016-04-05 06:35:00;2016-04-05 12:10:00
RXS;MNL;2016-03-24 15:35:00;2016-03-24 16:40:00
TAM;MTY;2016-07-07 22:10:00;2016-07-07 23:15:00
BSL;SAW;2016-11-29 14:05:00;2016-11-29 19:00:00
MUC;LHR;2016-12-28 13:55:00;2016-12-28 15:10:00
SUB;SRG;2016-10-06 07:45:00;2016-10-06 08:40:00
PEK;NGO;2016-12-19 09:50:00;2016-12-19 13:50:00
CGH;GIG;2017-05-09 19:55:00;2017-05-09 21:00:00
BLR;PNQ;2016-10-21 00:15:00;2016-10-21 01:30:00
LHR;TLV;2016-09-29 08:15:00;2016-09-29 15:10:00
TIR;VGA;2016-07-14 11:55:00;2016-07-14 13:10:00
NSN;CHC;2016-12-19 12:30:00;2016-12-19 13:20:00
TLS;ORY;2016-12-21 13:00:00;2016-12-21 14:20:00
CEB;CGY;2016-06-05 18:05:00;2016-06-05 18:50:00
UFA;DYU;2017-03-16 20:30:00;2017-03-16 23:30:00
AYT;SAW;2017-03-15 16:45:00;2017-03-15 18:00:00
SIN;PNH;2016-11-23 18:10:00;2016-11-23 19:15:00
HVB;BNE;2016-05-22 17:40:00;2016-05-22 18:35:00
DOM;ANU;2017-05-25 10:25:00;2017-05-25 11:05:00
CGK;BPN;2017-02-23 10:15:00;2017-02-23 13:30:00
KWE;SHA;2016-08-09 10:50:00;2016-08-09 13:20:00
SYX;WUH;2016-11-12 16:45:00;2016-11-12 19:00:00
YXU;YVR;2016-09-07 13:25:00;2016-09-07 17:59:00
RPR;BOM;2016-12-06 08:55:00;2016-12-06 10:55:00
LHR;FCO;2016-11-15 14:30:00;2016-11-15 18:05:00
NKG;SZX;2016-09-24 12:35:00;2016-09-24 14:45:00
NKG;SZX;2016-09-24 17:00:00;2016-09-24 19:20:00
SYD;OOM;2016-09-04 08:00:00;2016-09-04 09:05:00
LFW;LOS;2016-08-14 13:30:00;2016-08-14 15:30:00
AUH;RUH;2017-05-18 02:00:00;2017-05-18 02:45:00
FRA;TUN;2017-02-05 22:15:00;2017-02-06 00:35:00
MNL;SYD;2015-10-17 00:05:00;2015-10-17 11:05:00
PAD;MUC;2016-03-16 06:40:00;2016-03-16 07:45:00
HAK;CKG;2016-04-23 10:15:00;2016-04-23 12:25:00
YYT;YHZ;2016-03-09 05:50:00;2016-03-09 07:22:00
NKG;CGO;2016-03-31 07:35:00;2016-03-31 08:50:00
CTU;ZUH;2016-04-05 13:15:00;2016-04-05 16:45:00
DLC;PVG;2016-04-06 10:30:00;2016-04-06 12:10:00
MAA;IXC;2016-04-16 12:30:00;2016-04-16 17:20:00
TRO;SYD;2016-04-07 09:30:00;2016-04-07 10:30:00
PTY;SJO;2016-04-21 21:50:00;2016-04-21 22:14:00
YQT;YHZ;2016-10-14 06:00:00;2016-10-14 12:45:00
ZNZ;NBO;2016-09-16 10:15:00;2016-09-16 11:30:00
PKZ;REP;2016-11-02 13:00:00;2016-11-02 14:00:00
HAM;DUS;2016-09-04 14:15:00;2016-09-04 15:15:00
PVG;TPE;2016-12-26 12:05:00;2016-12-26 13:55:00
SAW;TZX;2016-09-27 06:00:00;2016-09-27 07:45:00
STN;SCQ;2017-06-02 12:10:00;2017-06-02 15:20:00
CGQ;CTU;2016-12-22 12:45:00;2016-12-22 16:30:00
GYN;SDU;2017-05-25 08:02:00;2017-05-25 09:45:00
MCT;KHS;2016-06-11 07:20:00;2016-06-11 08:25:00
PVG;BKK;2016-05-28 22:10:00;2016-05-29 01:40:00
MDC;HLP;2017-02-01 17:20:00;2017-02-01 20:05:00
PPS;MNL;2017-06-24 18:40:00;2017-06-24 19:40:00
JED;AHB;2016-11-06 22:05:00;2016-11-06 23:15:00
KHN;SZX;2016-07-23 07:00:00;2016-07-23 08:45:00
SZB;AOR;2017-07-04 18:40:00;2017-07-04 19:50:00
PKU;BDO;2016-12-22 10:15:00;2016-12-22 11:55:00
BMV;HAN;2016-12-26 19:30:00;2016-12-26 21:10:00
CAN;MNL;2016-08-04 20:55:00;2016-08-04 23:25:00
YEG;YVR;2016-11-11 07:15:00;2016-11-11 08:01:00
HKT;DMK;2016-05-12 06:25:00;2016-05-12 07:45:00
CTA;FCO;2016-05-19 20:05:00;2016-05-19 21:30:00
AQP;CUZ;2016-06-21 08:45:00;2016-06-21 09:45:00
YIW;CAN;2016-05-24 19:50:00;2016-05-24 21:45:00
DEL;LHR;2016-03-31 01:50:00;2016-03-31 06:15:00
BUD;AMS;2016-04-10 13:10:00;2016-04-10 15:15:00
PEK;XMN;2016-04-03 15:30:00;2016-04-03 18:10:00
ARN;OTP;2016-03-09 11:15:00;2016-03-09 15:00:00
KWI;DOH;2016-09-17 10:35:00;2016-09-17 12:00:00
BKK;HDY;2016-10-25 08:20:00;2016-10-25 09:45:00
DAC;ZYL;2016-11-04 14:00:00;2016-11-04 14:40:00
MMK;CEE;2016-07-14 14:00:00;2016-07-15 01:45:00
AQP;CUZ;2016-06-21 17:15:00;2016-06-21 18:15:00
DOM;ANU;2017-05-25 20:10:00;2017-05-25 20:50:00
BOM;IXE;2016-06-24 21:00:00;2016-06-24 22:25:00
SOU;DUS;2016-11-01 17:20:00;2016-11-01 20:05:00
LIM;HUU;2016-10-20 15:00:00;2016-10-20 16:00:00
CTG;MTR;2017-03-14 08:15:00;2017-03-14 08:59:00
CTA;LIN;2017-01-04 14:50:00;2017-01-04 16:40:00
BIK;UPG;2016-09-23 11:30:00;2016-09-23 13:05:00
TLS;ORY;2016-12-21 14:00:00;2016-12-21 15:20:00
NCE;LTN;2017-03-22 20:30:00;2017-03-22 21:35:00
NBO;JRO;2017-04-15 16:50:00;2017-04-15 17:50:00
MEL;MCY;2016-09-25 09:30:00;2016-09-25 11:50:00
HGH;KWE;2016-06-27 07:55:00;2016-06-27 10:30:00
HEL;NCE;2017-04-15 15:25:00;2017-04-15 17:55:00
EOH;PEI;2017-01-16 14:50:00;2017-01-16 15:25:00
ESB;DIY;2016-11-19 08:30:00;2016-11-19 09:50:00
DUS;RHO;2017-08-09 19:15:00;2017-08-09 23:35:00
YYZ;YYT;2017-05-01 17:05:00;2017-05-01 21:35:00
BKK;PEK;2017-03-01 18:25:00;2017-03-02 00:10:00
ESB;DIY;2016-11-19 19:35:00;2016-11-19 20:55:00
GOI;AMD;2016-09-21 01:15:00;2016-09-21 03:00:00
FLR;STR;2016-07-05 18:30:00;2016-07-05 19:55:00
JED;AJF;2016-12-30 10:35:00;2016-12-30 12:20:00
JHB;SUB;2016-03-21 10:20:00;2016-03-21 11:45:00
LCY;PMI;2016-03-29 09:10:00;2016-03-29 12:35:00
MAN;REU;2016-05-13 05:30:00;2016-05-13 08:55:00
GYD;SAW;2016-08-19 04:05:00;2016-08-19 06:05:00
PUS;CJU;2016-05-31 19:20:00;2016-05-31 20:20:00
ARN;OER;2017-07-12 12:50:00;2017-07-12 14:05:00
MTY;CUN;2017-03-08 16:35:00;2017-03-08 19:50:00
BHD;EMA;2016-07-12 14:40:00;2016-07-12 15:45:00
TST;DMK;2016-10-16 14:55:00;2016-10-16 16:15:00
BCN;FCO;2016-11-30 09:45:00;2016-11-30 11:30:00
DUR;JNB;2016-09-24 17:45:00;2016-09-24 18:50:00
BES;ORY;2016-05-18 14:25:00;2016-05-18 15:40:00
TIR;HYD;2016-07-20 18:15:00;2016-07-20 19:35:00
BCN;AMS;2016-10-21 13:30:00;2016-10-21 15:45:00
SJU;PTP;2016-11-04 14:30:00;2016-11-04 18:15:00
AUH;EDI;2016-09-15 02:05:00;2016-09-15 07:15:00
MTY;CUN;2017-03-08 10:50:00;2017-03-08 14:05:00
SJU;VQS;2017-08-13 10:15:00;2017-08-13 10:41:00
SGN;BWN;2016-09-09 20:00:00;2016-09-09 22:55:00
DZA;ORY;2016-06-23 08:35:00;2016-06-23 21:45:00
CTA;LIN;2017-01-04 18:30:00;2017-01-04 20:20:00
KGF;ALA;2016-12-29 21:05:00;2016-12-29 22:35:00
ESB;DIY;2016-11-19 23:35:00;2016-11-20 00:55:00
AKL;KKE;2016-10-07 18:45:00;2016-10-07 19:30:00
MLA;FRA;2016-11-04 13:15:00;2016-11-04 15:55:00
CTU;PVG;2016-11-16 12:30:00;2016-11-16 15:20:00
GOI;BOM;2017-01-23 18:45:00;2017-01-23 20:05:00
BHX;BRU;2016-12-22 17:35:00;2016-12-22 19:55:00
MXP;BEG;2016-06-28 20:55:00;2016-06-28 22:35:00
BKK;CGK;2016-07-24 08:00:00;2016-07-24 11:35:00
